Vc_0,kel,kdist_p,kdist_t,Emin_1,Emax_1,EC50_1
6.024520036108828,0.3113314499867059,0.6190030775637564,0.009731078805692817,4.933396961078909,9.972998128001157,0.691707667867363
5.929229693137388,0.27943663137068725,0.6878309840293485,0.009677782181868724,4.688185364555787,10.447821088711022,0.7300649713657457
5.573897685298467,0.3039352605831106,0.6271455845450816,0.009602875837235458,4.351348224436128,9.520257148533002,0.778126629216769
5.856156535700946,0.28467082020591444,0.6015754734212285,0.010448859369965778,4.244560213536073,12.964198079750386,0.8427102131406556
5.333899622611679,0.3385481236898682,0.6440528049427997,0.010238665886134243,5.182747480684155,9.214579454137516,0.7685316396399149
5.031854326210806,0.29209206789051195,0.6339523839438168,0.010794210131538029,4.128885367726912,9.84433190784777,0.8332548966546401
6.122859353013019,0.2988950151319698,0.6440314398764637,0.008702822583259417,5.513292410031834,10.826200267920914,0.6406372355961107
5.695148385829938,0.31304537945791844,0.7331386619217828,0.009637240399560229,4.138462586937183,11.509099568325556,0.7167701020200072
5.468328898713104,0.2839390924757849,0.6698397551797883,0.009858568051040255,4.420850437036921,8.839795119570537,0.6322761763724569
5.309942413035805,0.34360522379972347,0.8126406968429717,0.008574931384301088,5.5683272268573285,11.413746407576651,0.7124691871401362
5.728612287828657,0.2603477809063763,0.7271562670435078,0.010648740174491777,5.458297913139852,10.167598812239333,0.8533113209993253
5.96054502631769,0.29476030989296753,0.7593474960523723,0.009641298520017607,5.681868125824277,9.259299555065576,0.7284457087765274
5.027563788253563,0.34855843804897046,0.589808410972628,0.009751064615877375,4.5271662263688945,9.176198098707632,0.7050298087119242
5.604996147087085,0.36308855470882645,0.7462604468366291,0.009322952607337598,5.878250288361362,9.581851374063591,0.8143753079467155
5.048190384721583,0.3598660290446069,0.7264532228161964,0.01002375174988335,5.496855883027282,11.901659064703491,0.7528455229751136
5.793937576292304,0.30225502490463674,0.7563143910663709,0.009631638220178141,4.636174532441626,9.54146130149162,0.9231627350269903
5.355037923613463,0.33635788245028714,0.6993534714693821,0.011077560923791398,4.999415789611964,10.354911943861708,0.8505673219754836
5.252245576639976,0.29790965730008573,0.7601361161214932,0.01131951835480549,5.621990334738786,11.053571732846564,0.8384513280681197
